TransactionAmount,TransactionType,MerchantID,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,Channel_Branch,Channel_Online,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Location_Atlanta,Location_Austin,Location_Baltimore,Location_Boston,Location_Charlotte,Location_Chicago,Location_Colorado Springs,Location_Columbus,Location_Dallas,Location_Denver,Location_Detroit,Location_El Paso,Location_Fort Worth,Location_Fresno,Location_Houston,Location_Indianapolis,Location_Jacksonville,Location_Kansas City,Location_Las Vegas,Location_Los Angeles,Location_Louisville,Location_Memphis,Location_Mesa,Location_Miami,Location_Milwaukee,Location_Nashville,Location_New York,Location_Oklahoma City,Location_Omaha,Location_Philadelphia,Location_Phoenix,Location_Portland,Location_Raleigh,Location_Sacramento,Location_San Antonio,Location_San Diego,Location_San Francisco,Location_San Jose,Location_Seattle,Location_Tucson,Location_Virginia Beach,Location_Washington,TransactionYear,TransactionMonth,TransactionDay,TransactionHour,PrevTransactionYear,PrevTransactionMonth,PrevTransactionDay,PrevTransactionHour,Kelompok_CustomerAge,Kelompok_TransactionAmount,Kelompok_AccountBalance,Cluster
7.48,0,24,55,29,1,1275.2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2023,7,3,16,2024,11,4,8,Paruh Baya,Rendah,Rendah,1
170.97,0,43,26,292,1,1265.27,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,5,1,17,2024,11,4,8,Dewasa,Sedang,Rendah,1
262.43,1,45,37,274,5,12841.01,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2023,6,13,17,2024,11,4,8,Dewasa,Tinggi,Sangat Tinggi,2
659.15,0,13,22,204,1,1241.59,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,31,16,2024,11,4,8,Muda,Sangat Tinggi,Rendah,1
31.53,0,94,25,283,1,874.93,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,12,20,17,2024,11,4,8,Muda,Rendah,Rendah,1
111.66,1,67,48,140,1,5716.72,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2023,6,7,18,2024,11,4,8,Paruh Baya,Sedang,Tinggi,0
250.01,0,56,62,88,1,1541.48,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,11,6,16,2024,11,4,8,Lansia,Tinggi,Sedang,1
554.15,0,65,49,108,1,14817.22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2023,4,18,17,2024,11,4,8,Paruh Baya,Sangat Tinggi,Sangat Tinggi,2
598.66,1,31,32,222,1,2587.11,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,10,16,2024,11,4,8,Dewasa,Sangat Tinggi,Sedang,1
28.38,0,82,55,98,1,173.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2023,5,18,16,2024,11,4,8,Paruh Baya,Rendah,Rendah,1
16.8,0,20,49,94,1,11847.07,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2023,11,27,17,2024,11,4,8,Paruh Baya,Rendah,Sangat Tinggi,2
896.79,0,86,33,168,1,11146.74,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,11,6,16,2024,11,4,8,Dewasa,Sangat Tinggi,Sangat Tinggi,2
159.0,0,58,49,38,1,369.79,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,3,6,18,2024,11,4,8,Paruh Baya,Sedang,Rendah,1
56.31,1,41,75,195,1,6396.08,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,9,27,17,2024,11,4,8,Lansia,Rendah,Tinggi,0
203.99,0,72,52,215,1,4840.31,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,20,16,2024,11,4,8,Paruh Baya,Sedang,Tinggi,0
50.99,0,2,29,76,1,1334.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,10,31,16,2024,11,4,8,Dewasa,Rendah,Rendah,1
101.28,1,22,32,75,1,2774.35,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,8,23,18,2024,11,4,8,Dewasa,Sedang,Sedang,1
299.92,0,6,27,122,1,1368.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,10,9,18,2024,11,4,8,Dewasa,Tinggi,Rendah,1
77.54,0,94,67,73,1,4536.38,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2023,2,1,17,2024,11,4,8,Lansia,Rendah,Sedang,0
18.35,0,34,21,78,1,1293.39,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,9,18,16,2024,11,4,8,Muda,Rendah,Rendah,1
732.53,1,65,26,116,1,441.54,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2023,5,22,16,2024,11,4,8,Dewasa,Sangat Tinggi,Rendah,1
65.11,0,25,34,150,1,8485.14,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,9,7,16,2024,11,4,8,Dewasa,Rendah,Sangat Tinggi,0
67.07,1,47,24,56,1,999.62,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,6,5,16,2024,11,4,8,Muda,Rendah,Rendah,1
137.48,0,57,55,47,1,14273.42,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2023,11,27,17,2024,11,4,8,Paruh Baya,Sedang,Sangat Tinggi,2
398.36,0,5,22,56,1,1863.7,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,6,27,16,2024,11,4,8,Muda,Tinggi,Sedang,1
469.46,0,67,20,149,1,8640.56,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,11,8,18,2024,11,4,8,Muda,Sangat Tinggi,Sangat Tinggi,0
37.58,0,50,57,182,1,259.44,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,4,17,18,2024,11,4,8,Lansia,Rendah,Rendah,1
160.24,0,18,31,15,1,5526.97,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2023,8,8,17,2024,11,4,8,Dewasa,Sedang,Tinggi,0
315.39,1,7,23,93,1,929.6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,5,26,16,2024,11,4,8,Muda,Tinggi,Rendah,1
434.17,0,9,21,148,5,5335.44,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,5,16,2024,11,4,8,Muda,Sangat Tinggi,Tinggi,0
165.91,0,83,26,84,1,587.12,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,3,15,17,2024,11,4,8,Dewasa,Sedang,Rendah,1
211.36,0,19,47,194,1,4760.34,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2023,9,14,17,2024,11,4,8,Paruh Baya,Tinggi,Tinggi,0
241.45,0,25,26,158,1,1594.04,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2023,7,24,16,2024,11,4,8,Dewasa,Tinggi,Sedang,1
23.24,0,53,68,129,1,13777.79,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,4,13,16,2024,11,4,8,Lansia,Rendah,Sangat Tinggi,2
70.88,1,86,74,176,1,1794.65,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,12,4,16,2024,11,4,8,Lansia,Rendah,Sedang,1
1143.67,0,47,66,111,1,7677.76,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,10,30,16,2024,11,4,8,Lansia,Sangat Tinggi,Tinggi,0
314.52,0,56,80,229,1,7071.32,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,3,20,17,2024,11,4,8,Lansia,Tinggi,Tinggi,0
181.81,1,25,78,122,1,7525.73,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,5,29,16,2024,11,4,8,Lansia,Sedang,Tinggi,0
854.64,0,37,56,118,1,2989.25,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,11,7,18,2024,11,4,8,Lansia,Sangat Tinggi,Sedang,1
261.19,0,77,64,52,1,7620.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,12,17,2024,11,4,8,Lansia,Tinggi,Tinggi,0
220.68,1,49,71,217,1,5549.2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2023,10,9,18,2024,11,4,8,Lansia,Tinggi,Tinggi,0
11.86,0,53,31,129,1,6782.61,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2023,9,5,16,2024,11,4,8,Dewasa,Rendah,Tinggi,0
122.65,0,38,28,41,1,1968.51,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,8,17,16,2024,11,4,8,Dewasa,Sedang,Sedang,1
395.16,0,58,56,17,1,5340.73,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,7,24,16,2024,11,4,8,Lansia,Tinggi,Tinggi,0
704.69,0,88,51,150,1,3267.84,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,7,18,17,2024,11,4,8,Paruh Baya,Sangat Tinggi,Sedang,1
369.89,0,82,69,69,1,6941.47,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2023,10,18,16,2024,11,4,8,Lansia,Tinggi,Tinggi,0
10.92,0,89,67,268,1,7567.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,10,20,17,2024,11,4,8,Lansia,Rendah,Tinggi,0
199.14,0,4,31,36,1,7001.25,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2023,8,2,17,2024,11,4,8,Dewasa,Sedang,Tinggi,0
109.43,0,53,70,140,1,1983.65,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,11,18,2024,11,4,8,Lansia,Sedang,Sedang,1
304.15,0,9,20,40,1,686.91,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,11,28,16,2024,11,4,8,Muda,Tinggi,Rendah,1
620.54,1,8,28,98,1,213.36,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,3,27,16,2024,11,4,8,Dewasa,Sangat Tinggi,Rendah,1
757.79,0,33,22,117,1,1443.02,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,2,16,2024,11,4,8,Muda,Sangat Tinggi,Rendah,1
122.81,0,9,52,12,1,8450.84,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2023,10,24,16,2024,11,4,8,Paruh Baya,Sedang,Sangat Tinggi,0
96.25,0,39,61,171,1,7996.7,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,7,27,16,2024,11,4,8,Lansia,Sedang,Sangat Tinggi,0
1431.33,0,74,30,49,1,5567.98,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,17,17,2024,11,4,8,Dewasa,Sangat Tinggi,Tinggi,0
142.55,0,70,67,97,1,1262.68,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,5,16,16,2024,11,4,8,Lansia,Sedang,Rendah,1
35.94,1,49,23,141,1,1697.28,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,5,8,16,2024,11,4,8,Muda,Rendah,Sedang,1
24.86,0,6,58,292,1,2591.65,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,2,13,16,2024,11,4,8,Lansia,Rendah,Sedang,1
103.08,0,8,60,109,1,12002.16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2023,11,14,16,2024,11,4,8,Lansia,Sedang,Sangat Tinggi,2
116.27,0,10,57,94,1,8726.92,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2023,11,28,18,2024,11,4,8,Lansia,Sedang,Sangat Tinggi,0
363.84,0,47,73,118,3,5415.64,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,10,19,17,2024,11,4,8,Lansia,Tinggi,Tinggi,0
34.74,1,74,59,72,1,3736.57,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2023,4,28,16,2024,11,4,8,Lansia,Rendah,Sedang,1
64.01,1,60,19,240,1,1225.69,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2023,10,30,18,2024,11,4,8,Muda,Rendah,Rendah,1
108.75,0,96,50,23,4,14829.85,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,10,17,16,2024,11,4,8,Paruh Baya,Sedang,Sangat Tinggi,2
50.9,1,88,28,150,1,1277.7,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,4,24,16,2024,11,4,8,Dewasa,Rendah,Rendah,1
206.84,0,9,20,154,1,454.66,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2023,9,13,18,2024,11,4,8,Muda,Sedang,Rendah,1
37.4,0,11,20,84,1,1519.51,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2023,8,1,17,2024,11,4,8,Muda,Rendah,Sedang,1
154.21,0,82,46,75,1,8045.77,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,2,16,2024,11,4,8,Paruh Baya,Sedang,Sangat Tinggi,0
199.37,0,82,24,79,1,1331.3,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,6,29,17,2024,11,4,8,Muda,Sedang,Rendah,1
410.49,1,70,25,134,1,1843.57,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,7,25,16,2024,11,4,8,Muda,Tinggi,Sedang,1
1360.01,1,95,67,218,1,6601.5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2023,9,25,16,2024,11,4,8,Lansia,Sangat Tinggi,Tinggi,0
18.23,0,63,56,28,1,8422.2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,3,22,17,2024,11,4,8,Lansia,Rendah,Sangat Tinggi,0
398.7,0,5,47,276,1,7987.74,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,8,28,16,2024,11,4,8,Paruh Baya,Tinggi,Sangat Tinggi,0
122.14,0,70,22,155,1,327.68,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,2,20,16,2024,11,4,8,Muda,Sedang,Rendah,1
378.2,0,7,40,167,1,7372.81,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,9,17,2024,11,4,8,Dewasa,Tinggi,Tinggi,0
124.74,0,37,49,33,1,2987.97,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,11,27,16,2024,11,4,8,Paruh Baya,Sedang,Sedang,1
17.1,0,18,53,101,1,1619.54,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,12,25,16,2024,11,4,8,Paruh Baya,Rendah,Sedang,1
287.05,0,57,22,212,1,1204.65,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,4,14,16,2024,11,4,8,Muda,Tinggi,Rendah,1
874.72,0,84,28,173,1,4630.58,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2023,3,3,16,2024,11,4,8,Dewasa,Sangat Tinggi,Sedang,0
1762.28,0,65,24,150,1,1380.34,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,10,6,16,2024,11,4,8,Muda,Sangat Tinggi,Rendah,1
40.12,1,15,36,269,1,14304.38,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,4,19,17,2024,11,4,8,Dewasa,Rendah,Sangat Tinggi,2
125.0,1,45,49,177,1,3215.76,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,6,5,16,2024,11,4,8,Paruh Baya,Sedang,Sedang,1
348.44,0,33,24,147,1,1022.94,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,11,6,17,2024,11,4,8,Muda,Tinggi,Rendah,1
128.4,0,64,69,31,1,2610.64,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2023,3,20,17,2024,11,4,8,Lansia,Sedang,Sedang,1
320.93,0,25,55,178,1,9451.66,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,6,22,16,2024,11,4,8,Paruh Baya,Tinggi,Sangat Tinggi,2
1.41,0,83,53,278,1,1244.17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2023,6,7,17,2024,11,4,8,Paruh Baya,Rendah,Rendah,1
50.52,0,64,54,293,1,12815.24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,4,6,16,2024,11,4,8,Paruh Baya,Rendah,Sangat Tinggi,2
383.95,1,67,31,143,1,9933.56,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2023,9,20,17,2024,11,4,8,Dewasa,Tinggi,Sangat Tinggi,2
